"term","estimate","std.error","conf.low","conf.high","effort","replicate"
"range",0.0344426809777118,0.0227095588505568,0.00945938101991132,0.12540971448717,0.5,4
"sigma_O",27.3426796299027,16.3143021372235,8.49107295797735,88.0480161981303,0.5,4
"sigma_E",7.35379393587676e-15,NA,NA,NA,0.5,4
"range",0.779647167378284,0.348767929885744,0.324429986907716,1.87359285556389,0.5,5
"sigma_O",2.53119002192045,0.85632125670817,1.304237407407,4.91239009913653,0.5,5
"sigma_E",0.000148837814147761,0.0446098183760385,1.12133718728162e-259,1.97556053357924e+251,0.5,5
"range",1.03282378997119,0.464248999640141,0.427972143789016,2.4925103108027,0.6,3
"sigma_O",1.60605589482452,0.496990298696419,0.875705945096316,2.94552703649499,0.6,3
"sigma_E",2.80720212174088e-05,0.00186906829536113,5.94662548151802e-62,1.32518581787243e+52,0.6,3
"range",0.928566714723782,0.456959583594584,0.353936963769905,2.43612911889434,0.6,6
"sigma_O",2.48518070840383,0.882797052312787,1.23876902862881,4.9856938708412,0.6,6
"sigma_E",4.38407061445355e-05,NA,NA,NA,0.6,6
"range",0.656803854828078,0.459961973708191,0.166470144640615,2.59140342941573,0.6,7
"sigma_O",1.74203990004405,0.849441901014675,0.669885946836444,4.53017864858483,0.6,7
"sigma_E",0.000605436222404389,NA,NA,NA,0.6,7
"range",0.817918135732567,0.365037780799695,0.341049671112255,1.96156200526006,0.6,9
"sigma_O",2.27822288140926,0.71928431520386,1.22702509007065,4.22998644394293,0.6,9
"sigma_E",7.18758668316517e-13,NA,NA,NA,0.6,9
"range",0.585606588444352,0.42815117321631,0.139724276954131,2.45437002005036,0.7,1
"sigma_O",2.02189466331883,0.649885004701893,1.0768671207311,3.79625113522059,0.7,1
"sigma_E",4.65955779063006e-14,8.42828859196658e-12,5.02967274494824e-168,4.31667822246034e+140,0.7,1
"range",0.993323282468081,0.483167104023664,0.382872013641949,2.57707826202175,0.7,10
"sigma_O",1.6383106134673,0.475891961697647,0.927131979145131,2.89501573300758,0.7,10
"sigma_E",1.9409479265641e-16,NA,NA,NA,0.7,10
"range",0.832196168417302,0.362415584785742,0.354432403573576,1.95397050536513,0.7,2
"sigma_O",2.27520332205351,0.650096957772037,1.29958662110601,3.98322826090485,0.7,2
"sigma_E",0.000208369004769782,NA,NA,NA,0.7,2
"range",0.933176389932733,0.413802164461271,0.391301951854265,2.22543785074758,0.7,3
"sigma_O",1.78002527975677,0.527466532733879,0.995849280273109,3.18169632627962,0.7,3
"sigma_E",2.07986503510365e-05,0.00198910443611281,8.17206024931513e-87,5.29344918205824e+76,0.7,3
"range",0.81090099150981,0.481928874760951,0.252980951195705,2.59924873759727,0.7,6
"sigma_O",2.16685010561075,0.695396655105487,1.15519926082011,4.0644411223498,0.7,6
"sigma_E",1.96638915908745e-05,0.00120746023222429,1.0609217080911e-57,3.64464813518978e+47,0.7,6
"range",0.403090749843482,0.324353460520196,0.0832664037999402,1.95135306911738,0.7,7
"sigma_O",2.1183489433105,1.22640722381471,0.681080969647143,6.58864723228074,0.7,7
"sigma_E",0.000158451674877252,0.0115061248668917,2.44937950539225e-66,1.02503238947388e+58,0.7,7
"range",0.789788365228924,0.469222393772669,0.246491563289988,2.53057611191804,0.7,8
"sigma_O",2.14795671426519,0.654504306882675,1.18210413885443,3.90297089292661,0.7,8
"sigma_E",9.34901651048632e-27,NA,NA,NA,0.7,8
"range",0.92531461534343,0.405711858990799,0.391807778193176,2.18527345556172,0.7,9
"sigma_O",2.09427403601643,0.665692329397153,1.12322818127078,3.90480207945849,0.7,9
"sigma_E",1.58203855973374e-05,NA,NA,NA,0.7,9
"range",0.76087396225036,0.295381287827706,0.355520852502328,1.62839727221562,0.8,1
"sigma_O",1.8791041213038,0.491891967253762,1.12494767844276,3.13884135801664,0.8,1
"sigma_E",1.92704717128651e-08,1.42921002163891e-05,0,Inf,0.8,1
"range",0.910269897290722,0.38272173064001,0.399285609907646,2.07518444279851,0.8,10
"sigma_O",1.70602566839847,0.459617147201995,1.00615517215346,2.89271840148182,0.8,10
"sigma_E",4.41726327984679e-06,0.00025788875477969,8.91841034667804e-56,2.18785793936371e+44,0.8,10
"range",0.897635155338168,0.353046265803134,0.415256324780826,1.9403650805903,0.8,2
"sigma_O",2.16788075328886,0.626381688850816,1.23052795293074,3.81926062653598,0.8,2
"sigma_E",0.000161639873902773,0.01377161785664,4.86071843381066e-77,5.37522368166075e+68,0.8,2
"range",0.891671631444895,0.366522024533956,0.39839893901967,1.99568377435951,0.8,3
"sigma_O",1.58601362914082,0.432727552383709,0.92910608407966,2.70737569683674,0.8,3
"sigma_E",4.33072855043842e-12,4.94370086529147e-10,2.94090114238857e-109,6.37736831995292e+85,0.8,3
"range",0.611015731673537,0.490009354654395,0.126888991863746,2.94225857475045,0.8,6
"sigma_O",2.28188811584469,0.679239209584909,1.2732716584047,4.08947559530002,0.8,6
"sigma_E",4.69340733284697e-05,NA,NA,NA,0.8,6
"range",0.677085930799714,0.38536184920328,0.221913873068671,2.06587065219239,0.8,7
"sigma_O",1.73177874347435,0.539164011253086,0.940769523450009,3.18787709592397,0.8,7
"sigma_E",7.83000398085053e-14,7.7600654497617e-12,3.41909407154285e-98,1.79313470344114e+71,0.8,7
"range",0.89368551316949,0.394096486812991,0.376550099803583,2.12102930490689,0.8,8
"sigma_O",2.27095593418512,0.728011153409475,1.21153224346335,4.25679207700479,0.8,8
"sigma_E",0.000126305361367858,NA,NA,NA,0.8,8
"range",0.78563655638059,0.367889535896474,0.31378347792095,1.96704046628308,0.8,9
"sigma_O",1.90800017273391,0.543109840783023,1.09215672636376,3.33328044526469,0.8,9
"sigma_E",6.1641301347988e-17,NA,NA,NA,0.8,9
"range",0.607864589643297,0.429193188959337,0.152335610852218,2.42556128061657,0.9,1
"sigma_O",2.04557017312414,0.629818622705725,1.11875400033168,3.74019429824122,0.9,1
"sigma_E",5.96153429396532e-17,NA,NA,NA,0.9,1
"range",0.965351742893501,0.43071779606012,0.402623378410445,2.31457992128195,0.9,10
"sigma_O",1.76674425635232,0.491605013678981,1.02405386240682,3.04806747178097,0.9,10
"sigma_E",2.37309622106376e-08,2.06511817596871e-06,2.00432986477007e-82,2.8097100050311e+66,0.9,10
