"term","estimate","std.error","conf.low","conf.high","effort","replicate"
"range",1.74046604958596,0.736113875273034,0.759727428485438,3.98724852648838,0.1,1
"sigma_O",3.28182719360595,0.95342286207562,1.85706950157796,5.79966970516714,0.1,1
"sigma_E",0.000119476986181987,0.177325662796565,0,Inf,0.1,1
"range",1.97243999355397,1.33095145671732,0.525575399777134,7.40240035934126,0.1,10
"sigma_O",4.30163478567181,1.53899571738564,2.13353214700165,8.67297071445883,0.1,10
"sigma_E",1.93610474809715e-05,0.0237947366891045,0,Inf,0.1,10
"range",2.57109430868394,1.80135766087374,0.651253375827817,10.1504670678201,0.1,2
"sigma_O",3.41210691122728,1.1373856472776,1.77535260767585,6.5578373126037,0.1,2
"sigma_E",4.34151641323869e-09,NA,NA,NA,0.1,2
"range",3.50157698839636,2.56705175532275,0.83221727666336,14.7329810969866,0.1,5
"sigma_O",4.21941618289605,1.98373034597883,1.67905778235384,10.6032520807752,0.1,5
"sigma_E",4.50243774389863e-08,4.233090114146e-06,4.22089145149634e-88,4.80276402997665e+72,0.1,5
"range",2.75283124389873,1.70090434764418,0.820056591926133,9.24092304359846,0.1,6
"sigma_O",4.05187064793371,1.66652268948794,1.80950104113937,9.0730291800491,0.1,6
"sigma_E",0.000152226195000055,0.0587634203105248,0,Inf,0.1,6
"range",6.16324299418865,4.23363300797676,1.60363286095526,23.6871949498391,0.1,8
"sigma_O",5.26715414534351,2.56685379222128,2.02655367883813,13.689700440955,0.1,8
"sigma_E",1.3553900851384e-07,NA,NA,NA,0.1,8
"range",3.99022675904594,1.95926007971177,1.52421098860852,10.4460010507742,0.1,9
"sigma_O",2.97055456954363,0.969686550680331,1.56666954689581,5.63245418800715,0.1,9
"sigma_E",5.25714416344119e-07,5.51669910721623e-05,2.50066721631501e-96,1.10520762518455e+83,0.1,9
"range",1.2480253307495,0.492463892933367,0.575895889907325,2.70459861493896,0.2,1
"sigma_O",3.2330678112702,1.23547638360563,1.52875820753532,6.83739745157182,0.2,1
"sigma_E",0.00357380182954278,0.146447463204074,4.70482175921804e-38,2.71467447025367e+32,0.2,1
"range",1.44768242977678,0.617432131046521,0.627535714058791,3.33970540724965,0.2,10
"sigma_O",4.25391420631935,1.16613815879043,2.48568627867856,7.27999596326599,0.2,10
"sigma_E",5.42409641203362e-05,NA,NA,NA,0.2,10
"range",1.48542630924016,0.592466858109038,0.679746147268442,3.24605196962074,0.2,2
"sigma_O",3.37686177328693,0.865812540634201,2.04300271274202,5.58158604722641,0.2,2
"sigma_E",2.43355193771497e-11,1.09065700390579e-08,0,Inf,0.2,2
"range",1.60729531845732,0.760686873860879,0.635691421107806,4.06391867965243,0.2,3
"sigma_O",4.40523637971458,1.41103354760988,2.35137741207597,8.25308070984132,0.2,3
"sigma_E",7.73329204767681e-05,0.0815519978520994,0,Inf,0.2,3
"range",1.47988444363587,0.65694993934414,0.619958508273919,3.53258796723829,0.2,4
"sigma_O",3.64894081204918,1.00557745730583,2.1261414280594,6.26240986329445,0.2,4
"sigma_E",0.00134251230233834,0.144646712282977,2.61006244267477e-95,6.90534928383861e+88,0.2,4
"range",1.37699024631645,0.597498162516757,0.588275628324443,3.22315262974808,0.2,5
"sigma_O",3.41305788097824,0.939916645714412,1.98944802805995,5.85537492540956,0.2,5
"sigma_E",2.09458556324189e-32,NA,NA,NA,0.2,5
"range",2.40530304681775,1.15324800828464,0.939836290513951,6.15584097509891,0.2,6
"sigma_O",4.26629973380796,1.53044860115305,2.11202986195105,8.61792427587927,0.2,6
"sigma_E",0.000778406703624805,0.099453474681971,1.37109391705523e-112,4.41922313789705e+105,0.2,6
"range",2.12121794677507,1.00258880180372,0.839975915862165,5.35677927515602,0.2,7
"sigma_O",4.41719833599985,1.53248614044029,2.23786686022018,8.71885700011669,0.2,7
"sigma_E",0.000200794119902604,0.132767947007678,0,Inf,0.2,7
"range",1.74165212592526,0.718042509429448,0.776302332105801,3.90743657759172,0.2,8
"sigma_O",3.94635601432407,1.21373873979788,2.15973893632079,7.21092977020743,0.2,8
"sigma_E",4.29127238480494e-06,NA,NA,NA,0.2,8
"range",2.21741979586858,0.91015358737653,0.991897998565581,4.95711308846318,0.2,9
"sigma_O",3.37684743194007,0.931391745814128,1.96668873093849,5.79812066811346,0.2,9
"sigma_E",2.06234622400312e-05,0.0107724749672599,0,Inf,0.2,9
"range",1.36116866741419,0.486348918806393,0.675733632042358,2.74187942303569,0.3,1
"sigma_O",3.63559532495896,0.878433419788428,2.26416469404816,5.83771728337987,0.3,1
"sigma_E",4.81386538185141e-05,0.141006611775291,0,Inf,0.3,1
"range",1.02419837864575,0.404469526318402,0.472316701539207,2.2209299722032,0.3,10
"sigma_O",3.70900506567872,0.868877960336146,2.34343804601149,5.87031460065446,0.3,10
"sigma_E",0.000466818936066117,0.14009831374977,1.6319775358416e-259,1.33531200205852e+252,0.3,10
"range",1.73203779519763,0.670890814537594,0.810683510760673,3.70052540131003,0.3,2
"sigma_O",3.61714359800571,1.03107788465404,2.06884587516598,6.32416748180625,0.3,2
"sigma_E",5.10270261417959e-05,0.0466427755753941,0,Inf,0.3,2
"range",1.67421516470783,0.669643248610488,0.764455875899396,3.66665559923897,0.3,3
"sigma_O",4.09877418308175,1.18301017597992,2.32796067552786,7.21659518586505,0.3,3
"sigma_E",0.00134359215161483,0.128992488702263,2.55904430613609e-85,7.05435175761662e+78,0.3,3
"range",1.60001891399411,0.569743209059346,0.796204747504147,3.21532939003928,0.3,4
"sigma_O",3.66079604990594,0.903174936154876,2.2572047961708,5.93717847035483,0.3,4
"sigma_E",0.00152245022995057,0.111695258660654,5.41691338687329e-66,4.27892147637694e+59,0.3,4
"range",1.1589838718924,0.390712963143574,0.598581142399137,2.24404599503908,0.3,5
"sigma_O",3.43848525827761,0.782323232566142,2.20141551373615,5.37071752134911,0.3,5
"sigma_E",0.00112878116804426,0.164938460722138,4.72409925925365e-128,2.69712140962219e+121,0.3,5
"range",1.37552996616335,0.493819607607682,0.68059069992767,2.78005956886336,0.3,6
"sigma_O",3.59432902836665,0.907588567299355,2.1912129646786,5.89591307299246,0.3,6
"sigma_E",6.42860826672061e-05,0.0875252906823714,0,Inf,0.3,6
"range",1.94656294372829,1.02152520019655,0.69593944388162,5.44459338697961,0.3,7
"sigma_O",5.01295880210911,1.92090639975902,2.36550457586807,10.6234230988208,0.3,7
"sigma_E",3.82162188844844e-05,0.0876073893888451,0,Inf,0.3,7
"range",1.37337689689689,0.552664235824023,0.624101848809504,3.02220559757681,0.3,8
"sigma_O",4.13274618322418,1.17436411299575,2.36788547658916,7.21301396702532,0.3,8
"sigma_E",4.78819368165657e-05,NA,NA,NA,0.3,8
"range",1.55291908584008,0.620364472736478,0.709754978108267,3.39773268458643,0.3,9
"sigma_O",3.41427755044286,0.858837224116815,2.08537964845857,5.59000909022715,0.3,9
"sigma_E",0.00111797020205874,0.100852529364571,1.82476086648589e-80,6.84943104407007e+73,0.3,9
"range",1.46200982856306,0.470214285613738,0.778368566113011,2.74609334429963,0.4,1
"sigma_O",3.72314067780323,0.893018751076209,2.32671608742698,5.95765705219421,0.4,1
"sigma_E",5.39132890350983e-05,0.0808539412023413,0,Inf,0.4,1
"range",0.859402883565309,0.284526058231218,0.449144411062207,1.64440054933262,0.4,10
"sigma_O",3.73673451122564,0.76420480656912,2.50271746149145,5.57920940826601,0.4,10
"sigma_E",0.00239183958059329,0.158622306004189,8.48487335134001e-60,6.74246549406567e+53,0.4,10
"range",2.12016585962987,0.850200399462589,0.966123045362311,4.65272337091838,0.4,2
"sigma_O",4.34189697889268,1.38166026834231,2.32709292214972,8.10112445269366,0.4,2
"sigma_E",0.000718900698487573,0.06935753330322,5.43399566416129e-86,9.51083229039899e+78,0.4,2
"range",1.34080124200397,0.527482482137808,0.620146874932149,2.89890676423403,0.4,3
"sigma_O",4.04335266587979,1.11228900009723,2.35821791501711,6.93265057337104,0.4,3
"sigma_E",0.00137557447954196,0.119556249124926,1.43687835311888e-77,1.31688611263435e+71,0.4,3
"range",1.383571202058,0.469712731236887,0.711253722939733,2.69140140771736,0.4,4
"sigma_O",3.38608631414477,0.754211825410566,2.1882788341714,5.2395427620082,0.4,4
"sigma_E",4.15915058423997e-05,NA,NA,NA,0.4,4
"range",1.07494452889545,0.328204858887169,0.59087414238584,1.95558691320718,0.4,5
"sigma_O",3.63086872132364,0.779155795822816,2.38423691491908,5.52931950218287,0.4,5
"sigma_E",7.06298968999433e-05,0.054602273634323,0,Inf,0.4,5
"range",1.2452066319341,0.399073537956977,0.664418493912745,2.33367910498935,0.4,6
"sigma_O",3.81330349493102,0.889046918351611,2.41462262474115,6.02217646577879,0.4,6
"sigma_E",0.00280125887425531,0.205483648047254,1.01925644138158e-65,7.69879979365898e+59,0.4,6
"range",1.58517659249103,0.715555064999043,0.654397849808134,3.839842734994,0.4,7
"sigma_O",4.81930214747218,1.61709743737575,2.49670311849177,9.30253702036479,0.4,7
"sigma_E",0.000265892975163389,0.112554965117657,0,Inf,0.4,7
"range",1.1169224891848,0.38739503426967,0.565966914614476,2.2042204493465,0.4,8
